0,199,1100111111111111110111111111111111001111111111111101111111111111110011111111111111011111111111111100,0,0.000
1,111,1111100000000000000000000001101111111000000000000000000000011011111110000000000000000000000110111111,872,14.780
2,148,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,578.120
3,2,1111100001000000000000000001101111111000010000000000000000011011111110000100000000000000000110111111,980,674.560
4,162,1111110000000000000000000001101111111100000000000000000000011011111111000000000000000000000110111111,977,750.125
5,123,1111100001000000000000000001101111111000010000000000000000011011111110000100000000000000000110111111,980,787.240
6,105,1111100001000000000000000001101111111000010000000000000000011011111110000100000000000000000110111111,980,814.010
7,153,1111100001000000000000000001101111111000010000000000000000011011111110000100000000000000000110111111,980,843.185
8,192,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,865.745
9,197,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,877.500
10,198,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,880.995
11,103,1111100000000100000001000101100111111000000001000000010001011001111110000000010000000100010110011111,1007,892.035
12,198,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,879.235
13,196,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,909.135
14,198,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,911.165
15,195,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,897.840
16,74,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,918.675
17,188,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,932.640
18,165,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,919.595
19,199,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,925.475
20,199,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,909.325
21,181,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,921.405
22,196,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,927.665
23,199,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,924.275
24,150,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,941.005
25,198,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,913.540
26,182,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,925.670
27,109,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,925.155
28,119,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,913.225
29,121,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,925.010
30,75,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,923.370
31,113,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,927.830
32,14,1111100100010000000000000000101111111001000100000000000000001011111110010001000000000000000010111111,983,930.930
33,199,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,914.225
34,199,1111100100000000000000000001101111111001000000000000000000011011111110010000000000000000000110111111,967,927.300
35,81,1111101100000000000000000001100111111011000000000000000000011001111110110000000000000000000110011111,983,939.820
36,125,1111100100000000100000000001100111111001000000001000000000011001111110010000000010000000000110011111,987,934.350
37,189,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,943.380
38,173,1111100100000000100000000001100111111001000000001000000000011001111110010000000010000000000110011111,987,944.135
39,97,1111100100000000100000000001100111111001000000001000000000011001111110010000000010000000000110011111,987,943.055
40,193,1111100100000000100000000001100111111001000000001000000000011001111110010000000010000000000110011111,987,938.235
41,197,1111100100000000100000000001100111111001000000001000000000011001111110010000000010000000000110011111,987,927.455
42,156,1111100100000000100000000001100111111001000000001000000000011001111110010000000010000000000110011111,987,913.195
43,133,1111100100100000100000000001100111111001001000001000000000011001111110010010000010000000000110011111,1041,923.400
44,42,1111100100100000100000000001100111111001001000001000000000011001111110010010000010000000000110011111,1041,940.760
45,160,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,927.150
46,172,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,933.585
47,157,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,934.385
48,140,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,932.935
49,126,1111100100000000100000100001001111111001000000001000001000010011111110010000000010000010000100111111,1065,930.425
50,73,1111100100000000100000100001001111111001000000001000001000010011111110010000000010000010000100111111,1065,950.640
51,169,1111100100000000100000100001001111111001000000001000001000010011111110010000000010000010000100111111,1065,936.145
52,146,1111100100000000100000100001001111111001000000001000001000010011111110010000000010000010000100111111,1065,956.905
53,184,1111100100000000100000100001001111111001000000001000001000010011111110010000000010000010000100111111,1065,969.685
54,46,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,930.145
55,182,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,940.935
56,141,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,954.245
57,191,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,929.905
58,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,948.090
59,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,953.790
60,30,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,968.200
61,191,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,954.575
62,78,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,967.190
63,163,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,966.500
64,179,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,966.995
65,55,1111110100000000100000000001100111111101000000001000000000011001111111010000000010000000000110011111,1092,979.985
66,34,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,968.835
67,51,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,966.675
68,97,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,966.440
69,181,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,963.620
70,79,1111100001010000100000000001100111111000010100001000000000011001111110000101000010000000000110011111,1081,998.490
71,199,1111100001010000100000000001100111111000010100001000000000011001111110000101000010000000000110011111,1081,996.960
72,96,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,954.595
73,182,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,988.220
74,168,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,1005.445
75,166,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,1009.495
76,103,1111100100000000000000100001101111111001000000000000001000011011111110010000000000000010000110111111,1066,1002.740
77,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1012.575
78,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,999.865
79,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1023.360
80,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1002.050
81,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1025.830
82,197,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1007.040
83,198,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,990.335
84,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1034.360
85,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1032.700
86,53,1111100000010000000001100001101011111000000100000000011000011010111110000001000000000110000110101111,1060,1031.430
87,29,1111100000010000000000100000111111111000000100000000001000001111111110000001000000000010000011111111,1069,1030.965
88,86,1111100000010000000001100000101111111000000100000000011000001011111110000001000000000110000010111111,1053,1020.350
89,168,1111100000010000000001100000101111111000000100000000011000001011111110000001000000000110000010111111,1053,1019.570
90,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1020.385
91,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1035.150
92,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1033.855
93,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1035.995
94,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1008.890
95,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1018.905
96,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1011.760
97,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1017.810
98,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1015.315
99,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1031.050
100,198,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1028.180
101,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1021.900
102,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,996.965
103,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1021.115
104,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1011.805
105,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1005.165
106,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1011.940
107,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1023.115
108,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1040.050
109,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1028.050
110,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1041.275
111,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1029.100
112,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1008.725
113,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1023.110
114,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1038.595
115,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1018.410
116,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1000.840
117,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1004.640
118,105,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1011.060
119,198,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1039.515
120,135,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1028.225
121,142,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1043.835
122,176,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1023.180
123,169,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1035.275
124,186,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1023.465
125,163,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1033.800
126,198,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1018.510
127,175,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1032.495
128,192,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1043.320
129,166,1111110000010000000000100001101011111100000100000000001000011010111111000001000000000010000110101111,1099,1018.200
130,157,1111100000010000000000100101101011111000000100000000001001011010111110000001000000000010010110101111,1064,1029.470
131,94,1111100000010000000000100101101011111000000100000000001001011010111110000001000000000010010110101111,1064,1013.190
132,129,1111100000010000000000100101101011111000000100000000001001011010111110000001000000000010010110101111,1064,1036.780
133,169,1111100000010000000000100101101011111000000100000000001001011010111110000001000000000010010110101111,1064,1032.640
134,175,1111100000010000000000100101101011111000000100000000001001011010111110000001000000000010010110101111,1064,1019.055
135,58,1111100000010000000000100101101011111000000100000000001001011010111110000001000000000010010110101111,1064,1020.135
136,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1018.740
137,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1023.825
138,127,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1032.735
139,162,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1014.020
140,159,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1032.880
141,118,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1010.745
142,149,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1034.485
143,198,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1045.720
144,196,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1031.350
145,198,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1034.330
146,182,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1018.280
147,190,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1041.965
148,180,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1025.455
149,182,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1030.775
150,161,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1019.035
151,196,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1003.675
152,188,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1008.410
153,89,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1023.425
154,154,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1004.410
155,197,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1011.840
156,192,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1007.380
157,196,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1029.205
158,171,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1039.715
159,195,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1025.770
160,196,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1033.120
161,175,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1025.470
162,193,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1039.690
163,175,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1037.140
164,152,1111100000010000100000100001101011111000000100001000001000011010111110000001000010000010000110101111,1084,1028.990
165,198,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1028.665
166,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1041.985
167,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1011.680
168,27,1111100000010000010000100001100111111000000100000100001000011001111110000001000001000010000110011111,1061,1016.880
169,114,1111100000010000010000100001100111111000000100000100001000011001111110000001000001000010000110011111,1061,1027.030
170,32,1111100000010000010000100001100111111000000100000100001000011001111110000001000001000010000110011111,1061,1023.465
171,11,1111100000010000010000100001100111111000000100000100001000011001111110000001000001000010000110011111,1061,1034.445
172,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1023.710
173,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1025.210
174,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1014.345
175,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1020.265
176,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1012.025
177,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1039.765
178,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1032.550
179,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1003.495
180,199,1111100000010000000000100001101111111000000100000000001000011011111110000001000000000010000110111111,1052,1005.795
181,41,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,1024.240
182,158,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,1028.795
183,155,1111100000010000100000100001100111111000000100001000001000011001111110000001000010000010000110011111,1072,1024.145
